antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,label,rule_score
"frozenset({'ram_high', 'dual_sim_low'})",frozenset({'price_range_3'}),0.132,0.25,0.1015,0.7689393939393939,3.0757575757575757,1.0,0.0685,3.245901639344262,0.7775078885836871,0.3618538324420678,0.6919191919191919,0.587469696969697,3,0.24005472337006428
"frozenset({'n_cores_high', 'ram_low'})",frozenset({'price_range_0'}),0.111,0.25,0.09,0.8108108108108107,3.243243243243243,1.0,0.06225,3.964285714285713,0.7780277465316836,0.3321033210332103,0.7477477477477477,0.5854054054054054,0,0.23666910153396634
"frozenset({'ram_high', 'blue_low'})",frozenset({'price_range_3'}),0.143,0.25,0.1065,0.7447552447552448,2.979020979020979,1.0,0.07075000000000001,2.938356164383562,0.7751683183503981,0.3717277486910994,0.6596736596736598,0.5853776223776224,3,0.2362853195755294
"frozenset({'talk_time_medium', 'ram_low'})",frozenset({'price_range_0'}),0.105,0.25,0.0865,0.8238095238095238,3.295238095238095,1.0,0.06025,4.256756756756756,0.778247812187167,0.3221601489757915,0.765079365079365,0.5849047619047618,0,0.2348170975056689
"frozenset({'ram_low', 'battery_power_medium'})",frozenset({'price_range_0'}),0.12,0.25,0.0945,0.7875000000000001,3.1500000000000004,1.0,0.0645,3.529411764705884,0.7756132756132756,0.34301270417422874,0.7166666666666668,0.5827500000000001,0,0.23441906250000005
"frozenset({'ram_high', 'int_memory_medium'})",frozenset({'price_range_3'}),0.1145,0.25,0.0915,0.7991266375545851,3.1965065502183405,1.0,0.062875,3.7336956521739126,0.776011823766635,0.33516483516483514,0.7321688500727802,0.5825633187772925,3,0.23372883812284279
"frozenset({'pc_medium', 'ram_low'})",frozenset({'price_range_0'}),0.1155,0.25,0.092,0.7965367965367964,3.1861471861471857,1.0,0.063125,3.6861702127659557,0.7757391795905327,0.3363802559414991,0.7287157287157285,0.5822683982683983,0,0.23348527951125345
"frozenset({'m_dep_low', 'ram_low'})",frozenset({'price_range_0'}),0.1105,0.25,0.089,0.8054298642533936,3.2217194570135743,1.0,0.061375,3.854651162790696,0.7752745829938548,0.32780847145488035,0.7405731523378581,0.5807149321266968,0,0.23094334677832143
"frozenset({'px_width_medium', 'ram_high'})",frozenset({'price_range_3'}),0.1075,0.25,0.087,0.8093023255813953,3.237209302325581,1.0,0.060125,3.9329268292682906,0.7743327215943849,0.32162661737523107,0.745736434108527,0.5786511627906976,3,0.22792964845862623
"frozenset({'ram_high', 'mobile_wt_low'})",frozenset({'price_range_3'}),0.083,0.25,0.073,0.8795180722891566,3.5180722891566263,1.0,0.05224999999999999,6.224999999999997,0.7805380857770274,0.2807692307692307,0.8393574297188754,0.5857590361445782,3,0.22587719552910435
"frozenset({'clock_speed_low', 'ram_low'})",frozenset({'price_range_0'}),0.1305,0.25,0.0985,0.7547892720306514,3.0191570881226055,1.0,0.065875,3.0585937500000004,0.7691566715219379,0.34929078014184395,0.6730523627075352,0.5743946360153257,0,0.22446449699798893
"frozenset({'ram_high', 'n_cores_low'})",frozenset({'price_range_3'}),0.11,0.25,0.087,0.7909090909090909,3.1636363636363636,1.0,0.0595,3.5869565217391304,0.7684360067157432,0.31868131868131866,0.7212121212121212,0.5694545454545454,3,0.2176869421487603
"frozenset({'four_g_low', 'ram_high'})",frozenset({'price_range_3'}),0.14,0.25,0.101,0.7214285714285714,2.8857142857142857,1.0,0.066,2.692307692307692,0.7598434262030854,0.34948096885813146,0.6285714285714286,0.5627142857142857,3,0.21026551020408163
"frozenset({'pc_medium', 'ram_high'})",frozenset({'price_range_3'}),0.116,0.25,0.0885,0.7629310344827586,3.0517241379310343,1.0,0.0595,3.1636363636363627,0.7605388961321164,0.31891891891891894,0.6839080459770114,0.5584655172413793,3,0.206050572235434
"frozenset({'ram_high', 'clock_speed_low'})",frozenset({'price_range_3'}),0.1165,0.25,0.0885,0.7596566523605149,3.0386266094420598,1.0,0.059375,3.120535714285713,0.7593706336188568,0.31834532374100716,0.6795422031473533,0.5568283261802575,3,0.2042856932343568
"frozenset({'int_memory_medium', 'ram_low'})",frozenset({'price_range_0'}),0.1165,0.25,0.0885,0.7596566523605149,3.0386266094420598,1.0,0.059375,3.120535714285713,0.7593706336188568,0.31834532374100716,0.6795422031473533,0.5568283261802575,0,0.2042856932343568
"frozenset({'ram_high', 'mobile_wt_medium'})",frozenset({'price_range_3'}),0.1195,0.25,0.09,0.7531380753138075,3.01255230125523,1.0,0.060125,3.0381355932203387,0.7587229478200518,0.3220035778175313,0.6708507670850766,0.5565690376569037,3,0.20419810577545908
"frozenset({'talk_time_medium', 'ram_high'})",frozenset({'price_range_3'}),0.105,0.25,0.0825,0.7857142857142858,3.1428571428571432,1.0,0.05625000000000001,3.5000000000000018,0.7618080243778569,0.3027522935779817,0.7142857142857144,0.5578571428571429,3,0.20372448979591842
"frozenset({'ram_high', 'm_dep_medium'})",frozenset({'price_range_3'}),0.108,0.25,0.084,0.7777777777777778,3.111111111111111,1.0,0.05700000000000001,3.375,0.7607303010890455,0.3065693430656935,0.7037037037037037,0.5568888888888889,3,0.20325925925925928
"frozenset({'clock_speed_medium', 'ram_high'})",frozenset({'price_range_3'}),0.109,0.25,0.0845,0.7752293577981652,3.1009174311926606,1.0,0.05725000000000001,3.3367346938775513,0.7603981962956322,0.307832422586521,0.7003058103975536,0.5566146788990826,3,0.2031314283309486
"frozenset({'ram_high', 'sc_w_medium'})",frozenset({'price_range_3'}),0.1095,0.25,0.0845,0.771689497716895,3.08675799086758,1.0,0.05712500000000001,3.285,0.7591639561578664,0.3072727272727273,0.69558599695586,0.5548447488584475,3,0.20128058213965516
"frozenset({'sc_h_medium', 'ram_low'})",frozenset({'price_range_0'}),0.105,0.25,0.082,0.7809523809523811,3.1238095238095243,1.0,0.05575000000000001,3.4239130434782625,0.7596402779670255,0.3003663003663004,0.7079365079365081,0.5544761904761906,0,0.2000428117913833
"frozenset({'m_dep_low', 'ram_high'})",frozenset({'price_range_3'}),0.1055,0.25,0.081,0.7677725118483413,3.071090047393365,1.0,0.05462500000000001,3.2295918367346945,0.7539214265504558,0.2950819672131148,0.6903633491311217,0.5458862559241706,3,0.1909897801037713
"frozenset({'ram_low', 'sc_h_high'})",frozenset({'price_range_0'}),0.1045,0.25,0.08,0.7655502392344498,3.062200956937799,1.0,0.053875000000000006,3.1989795918367347,0.7520240089335568,0.29143897996357016,0.6874003189792663,0.5427751196172249,0,0.18754149401341544
"frozenset({'mobile_wt_low', 'ram_low'})",frozenset({'price_range_0'}),0.096,0.25,0.0755,0.7864583333333333,3.145833333333333,1.0,0.0515,3.512195121951218,0.7545566430287758,0.2791127541589649,0.7152777777777777,0.5442291666666667,0,0.1867920464409722
"frozenset({'ram_low', 'talk_time_low'})",frozenset({'price_range_0'}),0.103,0.25,0.079,0.766990291262136,3.067961165048544,1.0,0.053250000000000006,3.2187500000000013,0.7514499809491555,0.2883211678832117,0.6893203883495147,0.541495145631068,0,0.1858946177773589
"frozenset({'ram_high', 'pc_high'})",frozenset({'price_range_3'}),0.0975,0.25,0.076,0.7794871794871795,3.117948717948718,1.0,0.051625,3.4011627906976747,0.7526607377168684,0.2799263351749539,0.705982905982906,0.5417435897435897,3,0.18471047994740303
"frozenset({'m_dep_medium', 'ram_low'})",frozenset({'price_range_0'}),0.1165,0.25,0.0855,0.7339055793991417,2.9356223175965668,1.0,0.05637500000000001,2.818548387096775,0.7463007641722681,0.30427046263345203,0.6452074391988556,0.5379527896995708,0,0.18420715061983098
"frozenset({'ram_low', 'mobile_wt_medium'})",frozenset({'price_range_0'}),0.1115,0.25,0.0825,0.7399103139013453,2.9596412556053813,1.0,0.05462500000000001,2.8836206896551726,0.7452123940587645,0.29569892473118287,0.6532137518684604,0.5349551569506726,0,0.18066419996380384
"frozenset({'n_cores_high', 'ram_high'})",frozenset({'price_range_3'}),0.1085,0.25,0.081,0.7465437788018433,2.986175115207373,1.0,0.053875000000000006,2.959090909090909,0.7460723015032232,0.2918918918918919,0.6620583717357911,0.5352718894009216,3,0.18057414682834633
"frozenset({'sc_h_medium', 'ram_high'})",frozenset({'price_range_3'}),0.1015,0.25,0.077,0.7586206896551724,3.0344827586206895,1.0,0.051625,3.1071428571428568,0.746193150199828,0.2805100182149362,0.6781609195402298,0.5333103448275862,3,0.1772556480380499
"frozenset({'int_memory_low', 'ram_low'})",frozenset({'price_range_0'}),0.103,0.25,0.0775,0.7524271844660194,3.0097087378640777,1.0,0.051750000000000004,3.0294117647058822,0.7444168734491317,0.2813067150635209,0.6699029126213593,0.5312135922330097,0,0.17550546705627296
"frozenset({'ram_high', 'px_height_low'})",frozenset({'price_range_3'}),0.1585,0.25,0.103,0.6498422712933754,2.5993690851735014,1.0,0.06337499999999999,2.1418918918918917,0.7311839122233181,0.337152209492635,0.5331230283911671,0.5309211356466876,3,0.17398553075460993
"frozenset({'ram_low', 'n_cores_low'})",frozenset({'price_range_0'}),0.117,0.25,0.084,0.717948717948718,2.871794871794872,1.0,0.05475000000000001,2.659090909090909,0.7381491668014885,0.2968197879858658,0.6239316239316239,0.526974358974359,0,0.1731913214990138
"frozenset({'ram_high', 'talk_time_high'})",frozenset({'price_range_3'}),0.091,0.25,0.071,0.7802197802197802,3.120879120879121,1.0,0.048249999999999994,3.4125,0.7476099722648321,0.26296296296296295,0.706959706959707,0.5321098901098901,3,0.1728829851467214
"frozenset({'px_height_medium', 'ram_low'})",frozenset({'price_range_0'}),0.124,0.25,0.087,0.7016129032258064,2.8064516129032255,1.0,0.055999999999999994,2.513513513513513,0.7347924211410277,0.3031358885017421,0.6021505376344085,0.5248064516129032,0,0.17130671175858475
"frozenset({'mobile_wt_high', 'ram_low'})",frozenset({'price_range_0'}),0.0945,0.25,0.0725,0.7671957671957671,3.0687830687830684,1.0,0.048874999999999995,3.221590909090908,0.7444924693920295,0.26654411764705876,0.6895943562610228,0.5285978835978835,0,0.17069091010889947
"frozenset({'ram_low', 'clock_speed_high'})",frozenset({'price_range_0'}),0.0855,0.25,0.0665,0.7777777777777778,3.111111111111111,1.0,0.045125,3.375,0.7420135905647114,0.24721189591078066,0.7037037037037037,0.5218888888888888,0,0.1609135802469136
"frozenset({'pc_low', 'ram_low'})",frozenset({'price_range_0'}),0.0895,0.25,0.0685,0.7653631284916202,3.061452513966481,1.0,0.046125000000000006,3.1964285714285734,0.7395471326014023,0.25276752767527677,0.687150837988827,0.5196815642458101,0,0.16050391685652762
"frozenset({'int_memory_high', 'ram_low'})",frozenset({'price_range_0'}),0.0825,0.25,0.0645,0.7818181818181819,3.1272727272727274,1.0,0.043875,3.4375000000000004,0.7413978835308281,0.24067164179104478,0.7090909090909091,0.5199090909090909,0,0.1576998347107438
"frozenset({'ram_high', 'talk_time_low'})",frozenset({'price_range_3'}),0.097,0.25,0.0715,0.7371134020618556,2.9484536082474224,1.0,0.04724999999999999,2.8529411764705874,0.731826313221662,0.2595281306715064,0.6494845360824741,0.5115567010309278,3,0.155394143904772
"frozenset({'fc_medium', 'ram_low'})",frozenset({'price_range_0'}),0.0805,0.25,0.063,0.782608695652174,3.130434782608696,1.0,0.042874999999999996,3.4500000000000006,0.7401365476406259,0.23551401869158878,0.7101449275362319,0.517304347826087,0,0.15434404536862006
"frozenset({'int_memory_high', 'ram_high'})",frozenset({'price_range_3'}),0.0855,0.25,0.0655,0.7660818713450293,3.064327485380117,1.0,0.044125,3.2062500000000003,0.7366474818342313,0.24259259259259258,0.6881091617933723,0.5140409356725146,3,0.15376293560411752
"frozenset({'clock_speed_medium', 'ram_low'})",frozenset({'price_range_0'}),0.086,0.25,0.0655,0.7616279069767443,3.0465116279069773,1.0,0.044000000000000004,3.146341463414636,0.7349625002087962,0.24214417744916825,0.6821705426356591,0.5118139534883721,0,0.1519801919956734
"frozenset({'sc_h_low', 'ram_low'})",frozenset({'price_range_0'}),0.0925,0.25,0.0685,0.7405405405405406,2.9621621621621625,1.0,0.045375000000000006,2.890625000000001,0.7299270072992701,0.25,0.6540540540540541,0.5072702702702703,0,0.15026168005843685
"frozenset({'ram_low', 'pc_high'})",frozenset({'price_range_0'}),0.097,0.25,0.07,0.7216494845360826,2.8865979381443303,1.0,0.045750000000000006,2.6944444444444455,0.7237778832463219,0.25270758122743686,0.6288659793814434,0.5008247422680413,0,0.14581783398873424
"frozenset({'ram_high', 'int_memory_low'})",frozenset({'price_range_3'}),0.093,0.25,0.068,0.7311827956989247,2.924731182795699,1.0,0.044750000000000005,2.79,0.7255658603022245,0.2472727272727273,0.6415770609318997,0.5015913978494624,3,0.145418892357498
"frozenset({'pc_low', 'ram_high'})",frozenset({'price_range_3'}),0.0795,0.25,0.0605,0.761006289308176,3.044025157232704,1.0,0.040624999999999994,3.138157894736841,0.7294813724125856,0.224907063197026,0.681341719077568,0.5015031446540881,3,0.14014959851271705
"frozenset({'m_dep_high', 'ram_high'})",frozenset({'price_range_3'}),0.0795,0.25,0.06,0.7547169811320754,3.0188679245283017,1.0,0.040124999999999994,3.057692307692307,0.7265073329712113,0.22263450834879403,0.6729559748427673,0.4973584905660377,3,0.13670345318618723
"frozenset({'fc_medium', 'ram_high'})",frozenset({'price_range_3'}),0.0805,0.25,0.0605,0.7515527950310559,3.0062111801242235,1.0,0.040374999999999994,3.01875,0.725780719848642,0.22407407407407406,0.6687370600414079,0.49677639751552793,3,0.13668924809999614
"frozenset({'n_cores_medium', 'ram_high'})",frozenset({'price_range_3'}),0.0745,0.25,0.057,0.7651006711409396,3.0604026845637584,1.0,0.038375000000000006,3.192857142857143,0.7274398855052272,0.2130841121495327,0.6868008948545862,0.4965503355704698,3,0.1334664204315121
"frozenset({'n_cores_medium', 'ram_low'})",frozenset({'price_range_0'}),0.074,0.25,0.0565,0.7635135135135136,3.0540540540540544,1.0,0.038000000000000006,3.1714285714285726,0.7263135763298229,0.21121495327102804,0.6846846846846848,0.4947567567567568,0,0.13174735208181157
"frozenset({'m_dep_high', 'ram_low'})",frozenset({'price_range_0'}),0.075,0.25,0.056,0.7466666666666667,2.986666666666667,1.0,0.037250000000000005,2.960526315789474,0.7191119691119692,0.20817843866171004,0.6622222222222223,0.48533333333333334,0,0.12488248888888889
"frozenset({'talk_time_high', 'ram_low'})",frozenset({'price_range_0'}),0.094,0.25,0.065,0.6914893617021277,2.765957446808511,1.0,0.0415,2.431034482758621,0.7047036848361351,0.23297491039426527,0.5886524822695036,0.47574468085106386,0,0.12432095971027617
"frozenset({'ram_high', 'clock_speed_high'})",frozenset({'price_range_3'}),0.0675,0.25,0.052,0.7703703703703703,3.081481481481481,1.0,0.035124999999999997,3.266129032258063,0.7243761600329964,0.1958568738229755,0.693827160493827,0.4891851851851851,3,0.12344186556927295
"frozenset({'three_g_low', 'ram_low'})",frozenset({'price_range_0'}),0.0775,0.25,0.057,0.7354838709677419,2.9419354838709677,1.0,0.037625000000000006,2.8353658536585367,0.7155422431417298,0.21072088724584104,0.6473118279569893,0.48174193548387095,0,0.12333352757544226
"frozenset({'ram_medium', 'three_g_high'})",frozenset({'price_range_2'}),0.316,0.25,0.144,0.45569620253164556,1.8227848101265822,1.0,0.06499999999999999,1.377906976744186,0.6599252761533463,0.3412322274881516,0.2742616033755274,0.5158481012658227,2,0.11961160070501521
"frozenset({'ram_high', 'sc_h_low'})",frozenset({'price_range_3'}),0.087,0.25,0.0605,0.6954022988505747,2.781609195402299,1.0,0.03875,2.4622641509433962,0.7015288803599069,0.21880650994575046,0.5938697318007663,0.46870114942528734,3,0.11702741445369269
"frozenset({'mobile_wt_high', 'ram_high'})",frozenset({'price_range_3'}),0.0905,0.25,0.062,0.6850828729281768,2.7403314917127073,1.0,0.039375,2.3815789473684212,0.6982744861586481,0.22262118491921004,0.5801104972375691,0.4665414364640884,3,0.11639595860932207
"frozenset({'ram_medium', 'px_height_low'})",frozenset({'price_range_1'}),0.2025,0.25,0.104,0.5135802469135802,2.0543209876543207,1.0,0.05337499999999999,1.5418781725888322,0.6435374969857728,0.2984218077474892,0.3514403292181069,0.46479012345679005,1,0.1097261027282426
"frozenset({'ram_medium', 'fc_low'})",frozenset({'price_range_1'}),0.2715,0.25,0.125,0.4604051565377532,1.8416206261510129,1.0,0.057124999999999995,1.3899317406143343,0.6273164035689773,0.3152585119798234,0.2805402087170043,0.4802025782688766,1,0.10598645408327652
"frozenset({'three_g_low', 'ram_high'})",frozenset({'price_range_3'}),0.072,0.25,0.0515,0.7152777777777778,2.861111111111111,1.0,0.0335,2.6341463414634148,0.7009541345831939,0.19038817005545283,0.6203703703703703,0.4606388888888889,3,0.1053941936728395
"frozenset({'ram_medium', 'battery_power_high'})",frozenset({'price_range_2'}),0.1205,0.25,0.0715,0.5933609958506224,2.3734439834024896,1.0,0.041374999999999995,1.844387755102041,0.657954893315894,0.23913043478260868,0.4578146611341632,0.43968049792531116,2,0.10069409961949691
"frozenset({'ram_medium', 'sc_w_low'})",frozenset({'price_range_1'}),0.223,0.25,0.1045,0.468609865470852,1.874439461883408,1.0,0.048749999999999995,1.411392405063291,0.6003953372374424,0.2835820895522388,0.29147982062780264,0.443304932735426,1,0.09179079611494298
"frozenset({'ram_medium', 'battery_power_low'})",frozenset({'price_range_1'}),0.1295,0.25,0.0725,0.5598455598455598,2.2393822393822393,1.0,0.040124999999999994,1.7039473684210527,0.6357820515359781,0.23615635179153094,0.41312741312741313,0.42492277992277994,1,0.0908938447548486
"frozenset({'touch_screen_high', 'ram_medium'})",frozenset({'price_range_1'}),0.2025,0.25,0.0965,0.4765432098765432,1.9061728395061728,1.0,0.045875,1.4327830188679245,0.5960985592931277,0.2710674157303371,0.30205761316872426,0.4312716049382716,1,0.08765806431946349
"frozenset({'dual_sim_high', 'ram_medium'})",frozenset({'price_range_1'}),0.1985,0.25,0.095,0.47858942065491183,1.9143576826196473,1.0,0.045375,1.4384057971014492,0.5959221197097547,0.2687411598302687,0.3047858942065491,0.4292947103274559,1,0.08703817675386558
"frozenset({'px_width_low', 'ram_medium'})",frozenset({'price_range_1'}),0.117,0.25,0.0665,0.5683760683760684,2.2735042735042734,1.0,0.037250000000000005,1.7376237623762376,0.6343718866815965,0.22129783693843597,0.4245014245014245,0.4171880341880342,1,0.08593166045730148
"frozenset({'ram_medium', 'touch_screen_low'})",frozenset({'price_range_2'}),0.2025,0.25,0.095,0.4691358024691358,1.876543209876543,1.0,0.044375,1.4127906976744184,0.5857119287246328,0.26573426573426573,0.2921810699588477,0.4245679012345679,2,0.08363359244017679
